fk_modelo,fk_zona,fk_empresa,timestamp,processo,cpu,ram,dados_gravados,gpu,disco_uso
1,1,1,2025-11-17_22-22-32,svchost.exe,0.0,0.0,1.4,0,1433856
1,1,1,2025-11-17_22-22-32,SearchIndexer.exe,0.0,0.0,92.9,0,97410334
1,1,1,2025-11-17_22-22-32,aswToolsSvc.exe,0.0,0.0,19.5,0,20422031
1,1,1,2025-11-17_22-22-32,svchost.exe,0.0,0.0,18.0,0,18887255
1,1,1,2025-11-17_22-22-32,svchost.exe,0.0,0.0,172.8,0,181220526
1,1,1,2025-11-17_22-22-33,ArmouryCrate.Service.exe,0.0,0.0,8.7,0,9080088
1,1,1,2025-11-17_22-22-33,armsvc.exe,0.0,0.0,3.0,0,3182632
1,1,1,2025-11-17_22-22-33,MsMpEng.exe,0.0,2.0,2130.4,0,2233894268
1,1,1,2025-11-17_22-22-33,DSAService.exe,0.0,0.0,82.4,0,86421898
1,1,1,2025-11-17_22-22-33,chrome.exe,0.0,0.0,1.5,0,1593160
1,1,1,2025-11-17_22-22-33,idea64.exe,0.0,9.7,177.1,0,185722471
1,1,1,2025-11-17_22-22-33,SearchApp.exe,0.0,0.0,25.0,0,26241890
1,1,1,2025-11-17_22-22-33,mysqld.exe,0.0,0.0,316.0,0,331365900
1,1,1,2025-11-17_22-22-33,dllhost.exe,0.0,0.0,5.7,0,5955584
1,1,1,2025-11-17_22-22-33,Spotify.exe,0.0,0.0,19.6,0,20511664
1,1,1,2025-11-17_22-22-33,steam.exe,0.0,0.0,24.7,0,25868678
1,1,1,2025-11-17_22-22-33,MoUsoCoreWorker.exe,0.0,0.0,307.0,0,321871086
1,1,1,2025-11-17_22-22-33,taskhostw.exe,0.0,0.0,22.2,0,23238820
1,1,1,2025-11-17_22-22-33,svchost.exe,0.0,0.0,97.1,0,101819932
1,1,1,2025-11-17_22-22-33,Code.exe,0.1,0.0,4.7,0,4952273
1,1,1,2025-11-17_22-22-33,aswidsagent.exe,0.0,0.0,73.0,0,76514089
1,1,1,2025-11-17_22-22-33,jetbrains-toolbox.exe,0.0,0.0,1.8,0,1867221
1,1,1,2025-11-17_22-22-33,esrv.exe,0.0,0.0,48.4,0,50770889
1,1,1,2025-11-17_22-22-33,ArmouryCrate.UserSessionHelper.exe,0.0,0.0,125.7,0,131775018
1,1,1,2025-11-17_22-22-33,gamingservices.exe,0.0,0.0,9.7,0,10146664
1,1,1,2025-11-17_22-22-33,chrome.exe,0.0,0.0,4.7,0,4877036
1,1,1,2025-11-17_22-22-33,dwm.exe,1.5,0.0,0.0,0,0
1,1,1,2025-11-17_22-22-33,chrome.exe,0.0,0.0,43.2,0,45322876
1,1,1,2025-11-17_22-22-33,svchost.exe,0.0,0.0,12.0,0,12587079
1,1,1,2025-11-17_22-22-33,Code.exe,0.0,1.7,247.7,0,259686792
1,1,1,2025-11-17_22-22-33,WhatsApp.exe,0.0,0.0,6.3,0,6619915
1,1,1,2025-11-17_22-22-33,Spotify.exe,0.0,1.5,844.6,0,885606237
1,1,1,2025-11-17_22-22-33,Code.exe,2.1,2.2,467.0,0,489723838
1,1,1,2025-11-17_22-22-33,chrome.exe,0.0,1.5,5746.8,0,6025980123
1,1,1,2025-11-17_22-22-33,python.exe,4.9,0.0,0.0,0,28220
1,1,1,2025-11-17_22-22-33,fsnotifier.exe,0.0,0.0,12.7,0,13324485
1,1,1,2025-11-17_22-22-33,Code.exe,0.0,0.0,22.5,0,23573242
1,1,1,2025-11-17_22-22-33,chrome.exe,0.0,1.9,189.5,0,198715709
1,1,1,2025-11-17_22-22-33,AvastUI.exe,0.0,0.0,1.5,0,1607870
1,1,1,2025-11-17_22-22-33,AdobeCollabSync.exe,0.0,0.0,4.2,0,4446833
1,1,1,2025-11-17_22-22-33,Code.exe,0.3,0.0,99.0,0,103781211
1,1,1,2025-11-17_22-22-33,explorer.exe,0.0,1.5,43.8,0,45887205
1,1,1,2025-11-17_22-22-33,chrome.exe,0.0,0.0,330.1,0,346184491
1,1,1,2025-11-17_22-22-33,Spotify.exe,0.0,0.0,4.7,0,4881462
1,1,1,2025-11-17_22-22-33,atieclxx.exe,0.0,0.0,3.2,0,3343286
1,1,1,2025-11-17_22-22-33,Code.exe,0.0,0.0,108.9,0,114191937
1,1,1,2025-11-17_22-22-33,Code.exe,0.0,0.0,3.0,0,3128128
1,1,1,2025-11-17_22-22-33,svchost.exe,0.0,0.0,29.3,0,30672450
1,1,1,2025-11-17_22-22-33,csrss.exe,0.2,0.0,0.0,0,0
1,1,1,2025-11-17_22-22-33,steamwebhelper.exe,0.0,0.0,8.4,0,8775470
1,1,1,2025-11-17_22-22-33,steamwebhelper.exe,0.0,0.0,11.2,0,11738048
1,1,1,2025-11-17_22-22-33,chrome.exe,0.0,0.0,1320.5,0,1384654720
